Customer ID,Frequency,Monetary,AvgOrderValue,TotalItems,UniqueProducts,LastPurchaseDays,Churn
12404,1,63.24,63.24,1,1,339,1
12406,3,2975.06,48.771475409836064,1598,44,56,0
12408,3,1452.22,26.892962962962965,820,41,42,0
12409,4,12346.62,79.65561290322582,7592,125,77,0
12410,1,320.38,22.884285714285713,130,14,159,0
12411,1,346.9,15.768181818181818,138,22,66,1
12412,3,1370.05,20.758333333333333,1168,50,59,0
12413,1,241.35,18.565384615384616,33,13,59,0
12414,3,390.0,39.0,195,9,120,0
12415,7,19543.84,92.18792452830189,14073,169,32,0
12416,1,202.56,18.414545454545454,132,11,313,1
12417,12,3459.15,18.302380952380954,1398,150,14,0
12418,3,1352.62,19.891470588235293,681,61,70,0
12419,2,503.01,20.1204,231,23,42,1
12421,2,291.56,14.578,168,18,72,0
12422,14,4428.24,33.29503759398496,2226,109,51,0
12423,3,1001.01,17.87517857142857,642,51,10,0
12424,2,1579.07,25.468870967741935,1285,59,79,0
12425,1,964.21,17.53109090909091,651,55,105,0
12426,1,762.48,16.222978723404257,326,47,319,0
12427,1,607.0,30.35,158,10,28,0
12429,5,5017.01,52.26052083333334,2241,70,22,0
12431,14,5144.47,26.517886597938144,2064,133,14,0
12433,5,10992.51,25.386859122401848,9627,163,23,0
12434,1,297.29,14.864500000000001,138,20,38,0
12435,4,6096.04,80.21105263157895,2903,68,53,0
12437,21,7731.99,21.24173076923077,5078,216,52,0
12439,2,1158.18,16.085833333333333,484,69,339,1
12440,2,859.2,26.85,331,21,119,1
12441,1,347.1,15.77727272727273,242,11,23,1
12443,1,485.31,23.11,182,21,389,1
12445,1,301.58000000000004,15.079000000000002,144,20,77,0
12449,2,768.6,76.86,729,10,67,0
12450,3,490.32,16.90758620689655,314,25,56,0
12451,3,3634.36,23.148789808917197,2784,147,120,0
12454,4,13151.44,526.0576,6697,9,52,0
12455,4,3413.09,24.913065693430656,1213,121,102,0
12457,1,632.6800000000001,28.75818181818182,251,22,92,0
12458,2,830.09,18.045434782608698,480,44,84,0
12459,1,454.36,19.754782608695653,258,23,262,1
12460,1,326.65,18.147222222222222,170,18,113,1
12466,1,56.73,56.73,1,1,339,1
12467,1,132.8,14.755555555555556,129,9,80,1
12468,3,2941.2,26.260714285714283,1835,102,183,0
12469,2,3070.54,40.40184210526316,2552,76,179,1
12470,1,211.95,9.215217391304348,95,23,346,1
12471,53,24014.1,31.891235059760955,10216,169,14,0
12472,13,12939.78,20.155420560747665,8174,312,26,0
12474,13,5048.66,17.652657342657342,3107,197,35,0
12475,1,426.26,17.0504,236,25,66,0
12476,13,7311.4400000000005,25.654175438596493,3239,225,18,0
12477,3,7056.63,26.72965909090909,2466,209,56,0
12480,3,2183.2200000000003,24.809318181818185,1245,79,56,0
12481,7,7556.41,38.55311224489796,4268,144,11,0
12482,29,23691.4,116.1343137254902,27042,42,233,1
12483,11,2635.6,41.18125,1062,35,35,0
12484,6,1828.43,14.173875968992249,1080,110,140,0
12485,1,708.1,20.826470588235296,414,34,186,1
12486,1,1037.28,21.168979591836734,523,49,88,1
12487,1,285.3,142.65,174,2,387,1
12490,11,4405.71,20.302811059907835,2842,117,35,0
12492,1,452.0,20.545454545454547,252,22,60,0
12494,4,689.32,18.14,293,29,15,0
12495,1,357.4,21.023529411764706,130,17,297,1
12496,2,54.09,4.160769230769231,33,10,277,1
12497,2,5205.400000000001,121.05581395348838,4449,30,57,0
12499,1,393.72,14.582222222222223,302,27,217,1
12500,8,1697.39,19.96929411764706,699,61,92,0
12503,1,1126.0,563.0,561,2,241,1
12504,2,297.0,27.0,368,8,74,0
12505,1,955.2,22.742857142857144,324,42,65,1
12507,1,539.25,19.258928571428573,362,28,241,0
12510,7,4195.45,37.459375,1696,85,116,0
12511,1,3084.02,16.231684210526314,1753,190,85,1
12514,1,580.08,17.578181818181818,400,33,298,0
12515,1,383.7,23.98125,131,16,10,1
12516,2,1336.56,27.845,1077,38,87,0
12519,1,385.70000000000005,17.531818181818185,212,22,133,0
12523,12,2582.38,17.933194444444446,1410,105,31,0
12524,9,6640.39,69.17072916666667,3479,65,45,0
12525,3,973.73,16.228833333333334,509,56,155,1
12527,2,386.8,27.62857142857143,292,13,151,0
12529,1,316.48,15.07047619047619,192,21,185,1
12530,5,2096.98,22.793260869565216,1800,66,72,0
12531,1,1807.98,16.43618181818182,1074,110,343,0
12533,2,1367.89,18.998472222222222,704,63,284,1
12537,1,732.94,17.04511627906977,449,43,65,1
12538,1,276.5,21.26923076923077,145,13,35,0
12539,3,5646.400000000001,24.443290043290045,2468,127,107,0
12540,17,9735.26,31.10306709265176,4634,174,18,0
12542,2,481.88,12.355897435897436,522,39,141,1
12543,1,980.25,22.796511627906977,688,43,105,1
12547,1,175.78,13.521538461538462,175,13,157,0
12549,6,1575.68,32.15673469387755,1366,38,232,1
12551,1,168.0,16.8,100,10,14,1
12553,2,916.47,19.49936170212766,360,39,42,0
12554,1,468.5,18.01923076923077,240,26,105,1
12555,1,129.23,129.23,1,1,339,1
12557,4,7345.18,244.83933333333334,2798,15,28,0
12562,2,1185.18,30.38923076923077,548,33,42,0
12563,1,249.24,19.172307692307694,113,13,65,1
12567,7,6250.96,22.64840579710145,2559,146,24,0
12568,1,70.0,14.0,48,5,301,1
12570,1,77.52,77.52,1,1,339,1
12573,4,556.87,6.11945054945055,395,83,38,0
12575,2,622.82,16.39,315,34,114,1
12576,3,826.89,15.312777777777777,527,51,49,0
12577,6,1191.84,5.368648648648648,859,195,16,0
12578,2,1847.94,31.861034482758622,1184,53,42,0
12580,1,637.2,18.741176470588236,331,34,233,0
12582,2,1469.04,18.136296296296297,685,79,79,0
12583,13,8021.92,33.56451882845188,4373,87,30,0
12585,1,1262.85,19.428461538461537,872,65,8,0
12586,3,1865.73,22.47867469879518,608,76,31,0
12588,3,743.88,20.663333333333334,385,27,56,0
12589,6,4048.98,27.924,1458,100,78,0
12591,2,899.3,20.91395348837209,449,38,47,0
12592,3,2145.06,34.04857142857143,1585,32,176,0
12594,5,1751.89,21.628271604938273,991,60,35,0
12595,1,299.02,15.737894736842104,271,19,161,1
12598,3,1511.01,20.419054054054055,942,69,120,0
12599,6,1264.14,17.804788732394368,1233,37,38,0
12600,13,2719.6800000000003,36.26240000000001,714,33,14,0
12601,1,104.2,17.366666666666667,45,6,61,0
12605,4,1232.95,16.223026315789475,929,63,33,1
12606,1,21.0,21.0,1,1,339,1
12608,1,415.79,25.986875,323,16,61,1
12609,6,2309.01,20.078347826086958,905,84,31,0
12613,5,3490.69,20.061436781609196,2519,132,45,0
12615,4,3449.79,20.907818181818183,1941,147,70,0
12616,1,417.8,18.990909090909092,214,22,45,0
12619,1,140.14,14.014,140,10,217,0
12621,17,12469.79,37.223253731343284,7048,170,14,0
12623,6,3442.7400000000002,22.211225806451615,1780,109,73,0
12625,2,2481.06,25.577938144329895,1697,85,166,0
12629,2,1558.22,34.62711111111111,722,40,42,1
12631,5,2841.07,18.69125,1371,105,113,0
12632,2,804.88,22.99657142857143,694,32,177,1
12633,3,3514.18,17.142341463414635,2076,182,39,0
12634,2,490.0,24.5,337,20,192,1
12635,2,1241.23,15.913205128205128,777,77,49,0
12636,1,141.0,141.0,1,1,395,1
12637,4,2318.41,9.462897959183673,1282,162,35,0
12638,1,249.8,27.755555555555556,86,9,296,0
12639,2,826.27,19.673095238095236,430,39,91,0
12643,6,5005.78,178.77785714285713,2977,14,42,0
12644,3,1440.58,18.00725,707,76,87,0
12645,4,1764.12,20.277241379310343,1041,72,66,0
12647,28,15395.13,32.4108,5775,219,14,0
12648,3,793.95,18.044318181818184,358,32,94,0
12649,5,1671.14,19.208505747126438,1373,75,39,0
12651,3,263.75,12.55952380952381,187,21,35,0
12652,1,97.05000000000001,32.35,31,3,91,0
12653,1,1950.98,45.37162790697675,762,43,183,0
12655,1,261.35,16.334375,80,16,80,1
12656,3,2356.66,19.476528925619835,1137,108,82,0
12661,1,162.0,14.727272727272727,216,11,93,1
12662,10,3399.7200000000003,17.799581151832463,1680,94,30,0
12663,2,239.4,23.94,181,9,281,1
12664,2,1188.16,148.52,292,4,171,0
12665,2,250.6,17.9,128,13,74,0
12666,1,1248.42,40.27161290322581,370,31,51,1
12668,7,8107.400000000001,20.16766169154229,3779,234,12,0
12670,2,764.24,33.22782608695652,230,21,42,0
12671,1,2622.481,58.27735555555556,1460,45,263,1
12672,1,211.15,17.595833333333335,60,12,252,0
12673,1,619.5,19.359375,349,32,58,0
12675,2,958.5,8.482300884955752,337,111,210,1
12676,5,1511.7,24.38225806451613,1197,47,65,0
12677,2,395.1,18.814285714285717,176,13,212,1
12678,11,16874.0,78.12037037037037,11475,142,10,0
12681,25,19198.85,20.982349726775954,11249,348,11,0
12682,23,12820.98,22.77261101243339,5919,210,22,0
12683,8,5283.29,21.048964143426296,3360,143,22,0
12686,1,178.28,12.734285714285715,214,7,28,1
12687,2,2138.91,16.97547619047619,1403,126,137,1
12691,2,314.6,26.21666666666667,116,9,14,0
12692,1,110.95,8.534615384615385,36,13,294,1
12693,3,847.11,21.17775,281,35,53,0
12694,1,973.68,21.16695652173913,846,46,78,0
12695,3,825.02,25.781875,234,28,185,0
12696,2,851.91,17.38591836734694,564,43,91,1
12698,1,339.75,21.234375,111,16,247,1
12699,1,638.11,15.563658536585367,373,41,74,1
12701,4,1648.7,17.53936170212766,1049,80,186,0
12703,3,722.98,13.641132075471699,431,44,290,0
12705,6,5751.81,19.497661016949152,3588,212,14,0
12708,9,2797.63,16.7522754491018,1303,80,25,0
12709,21,22672.51,74.09316993464051,10319,153,14,0
12711,2,1339.05,22.3175,770,56,268,1
12712,10,3268.16,20.05006134969325,1431,99,22,0
12714,7,9384.85,21.47562929061785,5705,324,45,0
12717,1,277.93,17.370625,94,16,247,0
12720,7,3136.07,15.68035,2168,135,14,0
12721,3,1643.55,17.67258064516129,825,83,11,0
12724,3,1286.11,16.9225,934,66,40,0
12725,4,2694.56,20.727384615384615,1306,92,28,1
12726,5,1575.78,25.832459016393443,1808,32,14,0
12727,3,1698.8300000000002,26.544218750000002,734,44,99,0
12728,1,233.84,15.589333333333334,124,15,40,0
12730,1,829.25,17.643617021276597,234,47,178,1
12731,6,7951.7,58.90148148148148,3622,73,21,0
12733,3,2040.92,15.117925925925926,759,106,46,0
12734,3,639.65,33.66578947368421,265,17,9,1
12737,2,3710.5,1855.25,2,2,155,1
12738,1,310.7,14.122727272727273,296,11,29,1
12739,2,1713.69,33.60176470588235,465,51,42,0
12741,2,406.07,25.379375,214,16,186,1
12742,1,1201.52,17.933134328358207,1359,67,282,1
12744,4,4037.77,34.5108547008547,1753,110,116,0
12745,3,925.41,40.235217391304346,468,21,143,1
12746,1,254.55,14.973529411764707,97,17,197,1
12747,17,5786.8,34.2414201183432,1696,68,18,0
12748,162,27107.79,8.211993335352924,16202,1421,8,0
12749,4,2806.48,20.1905035971223,889,121,56,0
12751,1,268.27,4.326935483870967,189,61,101,1
12753,1,3590.59,74.80395833333334,2409,48,19,0
12755,10,9013.11,147.75590163934427,3778,31,22,0
12758,5,7111.650000000001,32.924305555555556,4020,146,116,0
12759,5,3489.3,16.856521739130436,2300,151,43,0
12760,1,347.8,16.561904761904763,198,21,112,1
12761,2,782.95,28.99814814814815,281,27,114,1
12763,1,640.16,20.005,392,16,26,0
12765,6,1404.58,20.65558823529412,1009,49,129,1
12766,3,4227.9400000000005,21.353232323232326,2224,132,23,0
12767,1,949.82,22.088837209302326,598,43,32,1
12768,1,168.69,16.869,102,10,107,1
12770,1,1895.0,118.4375,1100,16,113,0
12771,1,282.3,18.82,104,15,142,1
12773,1,124.25,20.708333333333332,109,6,221,1
12774,1,98.7,16.45,53,6,192,1
12775,2,300.08000000000004,20.005333333333336,206,13,45,0
12776,1,55.5,13.875,46,4,324,1
12777,1,519.45,19.978846153846156,458,26,114,1
12778,3,953.4499999999999,14.897656249999999,910,55,53,0
12779,7,2989.07,21.978455882352943,1757,84,28,0
12780,1,337.4,16.869999999999997,285,20,255,1
12782,7,2750.82,18.84123287671233,1124,103,14,0
12784,1,1230.33,17.087916666666665,582,72,186,0
12785,3,1100.4,19.650000000000002,453,42,21,1
12786,1,728.5000000000001,40.47222222222223,324,18,266,1
12787,1,398.52,16.605,249,24,70,0
12788,4,444.90000000000003,17.111538461538462,194,20,120,1
12789,2,181.5,45.375,32,2,169,0
12790,1,266.93,16.683125,140,16,67,0
12791,6,1056.1100000000001,35.20366666666667,450,17,30,1
12792,1,426.47,19.385,177,22,191,0
12793,2,603.65,17.754411764705882,296,23,28,0
12796,1,381.0,54.42857142857143,182,7,285,1
12797,2,806.11,18.746744186046513,333,27,22,1
12798,1,1533.89,61.3556,3199,25,78,0
12799,1,219.35,14.623333333333333,137,15,186,1
12800,3,584.25,17.183823529411764,284,31,127,1
12801,1,1071.82,21.4364,505,50,157,1
12802,6,1988.84,17.600353982300884,1658,89,99,0
12803,1,1092.81,19.869272727272726,872,55,50,1
12804,2,327.02,4.88089552238806,271,60,122,1
12805,4,1434.95,24.74051724137931,593,44,38,1
12806,4,2878.96,42.96955223880597,2087,58,92,1
12807,1,330.35,20.646875,145,16,40,1
12808,3,551.85,16.722727272727273,240,26,25,0
12809,2,1266.63,22.618392857142858,298,52,222,0
12810,2,534.99,16.7184375,389,32,191,1
12811,2,519.0500000000001,20.762000000000004,205,23,35,0
12813,3,1687.8,37.50666666666667,1141,37,158,1
12817,2,524.94,24.997142857142858,166,16,56,0
12819,1,540.52,28.448421052631577,344,19,115,1
12820,7,1747.18,17.4718,1242,87,54,0
12821,1,128.08,18.29714285714286,92,7,268,0
12823,13,4742.0,364.7692307692308,700,1,51,0
12825,2,518.63,21.609583333333333,139,20,178,1
12826,6,1636.03,19.47654761904762,1017,53,22,0
12829,2,178.05,13.696153846153846,299,13,17,0
12831,2,236.06,18.158461538461538,168,13,120,0
12835,41,6043.31,9.747274193548387,2357,138,84,1
12836,11,3972.76,16.62242677824268,1172,173,46,0
12837,1,554.31,6.928875,185,73,226,0
12838,9,3106.14,8.652200557103063,1714,177,30,0
12839,14,5217.76,17.450702341137124,3480,116,14,0
12840,3,1315.2,20.876190476190477,747,57,94,0
12841,17,4024.32,12.231975683890578,2978,154,26,0
12842,2,799.0,57.07142857142857,340,13,61,0
12843,22,4886.15,41.40805084745762,2250,77,39,0
12844,2,322.64,6.3262745098039215,98,43,99,0
12846,1,15.58,15.58,1,1,339,1
12847,1,765.36,21.867428571428572,624,34,44,0
12848,1,208.0,13.0,58,16,332,1
12849,4,2039.67,21.027525773195876,1259,80,38,0
12850,1,330.0,165.0,200,2,102,1
12851,1,148.95,4.965,51,30,134,0
12853,5,1950.4,27.862857142857145,868,58,84,0
12854,4,1669.52,10.771096774193548,1008,120,218,0
12855,4,650.94,9.299142857142858,270,65,29,1
12857,4,2581.6,34.42133333333333,1077,46,93,0
12858,1,177.92,3.631020408163265,63,36,40,1
12859,1,575.1,27.385714285714286,292,21,115,1
12860,1,55.47,3.262941176470588,27,16,350,1
12861,1,68.25,17.0625,27,4,276,1
12862,2,1008.32,7.581353383458647,613,119,82,1
12863,5,2271.35,52.82209302325581,707,23,36,0
12864,1,152.45,38.1125,231,4,165,0
12865,2,1755.24,17.5524,1048,93,35,0
12866,2,668.23,18.06027027027027,382,34,131,0
12867,7,4239.26,7.3216925734024185,4018,262,17,0
12868,3,843.3000000000001,16.53529411764706,466,30,30,0
12869,1,337.66999999999996,9.126216216216216,144,35,338,1
12870,3,1676.95,18.031720430107526,906,85,32,1
12871,1,363.38,51.91142857142857,284,7,96,0
12872,11,3464.05,8.49031862745098,1739,204,22,0
12873,2,1653.3,53.332258064516125,658,30,54,0
12874,2,948.42,19.75875,623,44,42,1
12875,4,1307.5200000000002,186.78857142857146,4896,2,19,0
12876,2,1863.77,21.92670588235294,1106,70,51,0
12877,9,1569.46,11.455912408759124,1254,80,15,0
12880,2,640.13,17.781388888888888,279,32,38,1
12887,1,222.4,17.107692307692307,100,13,40,1
12889,4,385.46000000000004,15.418400000000002,124,25,38,1
12890,1,336.8,5.908771929824562,207,56,44,0
12891,8,509.5,63.6875,1375,2,115,0
12892,1,263.38,14.632222222222222,140,18,53,1
12894,1,157.35,7.492857142857143,33,21,232,1
12897,2,297.75,29.775,139,9,38,0
12898,2,310.96,9.7175,240,27,120,1
12899,1,366.4,21.552941176470586,108,17,70,1
12900,1,340.33000000000004,26.179230769230774,139,13,79,1
12903,1,833.5300000000001,20.330000000000002,493,41,85,1
12905,2,1018.42,18.85962962962963,532,52,233,1
12907,2,508.91,20.3564,177,23,52,1
12908,3,1026.0,342.0,1800,1,37,0
12909,3,924.52,13.798805970149253,668,49,81,0
12910,5,2721.48,43.89483870967742,1940,38,36,0
12911,1,1680.47,6.77608870967742,820,220,208,1
12913,9,4634.85,92.697,1959,26,25,0
12914,1,223.98,24.886666666666667,336,9,57,1
12915,3,1010.75,15.79296875,400,40,29,0
12916,3,1647.8700000000001,21.400909090909092,655,51,99,0
12917,5,3765.2,78.44166666666666,984,44,57,0
12918,1,10953.5,10953.5,1,1,283,1
12920,3,323.86,10.120625,292,32,228,0
12921,39,20021.75,23.582744405182567,12562,200,23,0
12923,2,612.9,18.57272727272727,168,28,47,0
12924,8,1535.7,34.90227272727273,942,37,50,0
12925,1,35.28,7.056,108,5,249,0
12926,4,1548.46,5.651313868613139,766,202,68,1
12927,1,197.31,17.937272727272727,145,11,51,1
12928,8,2634.53,23.522589285714286,1677,65,16,0
12931,44,50468.38,365.7128985507246,35122,21,14,0
12932,8,1698.56,17.87957894736842,1609,69,196,1
12933,5,1079.5,5.681578947368421,460,152,37,0
12934,1,181.65,90.825,31,2,393,1
12935,8,2083.16,16.66528,1348,61,32,0
12937,5,1593.34,16.426185567010307,976,71,120,0
12939,12,13683.0,350.84615384615387,5452,12,36,0
12941,1,377.49,13.981111111111112,381,27,381,1
12942,1,517.5,16.171875,138,16,22,0
12943,2,496.5,19.86,222,22,215,1
12944,1,286.95,20.49642857142857,145,14,11,0
12945,1,437.16,15.612857142857143,281,28,313,0
12946,1,324.45,16.2225,149,20,93,1
12947,1,608.08,17.884705882352943,368,17,30,0
12948,2,252.48,28.05333333333333,224,7,387,0
12949,14,11359.48,22.71896,5852,262,39,0
12951,9,2149.65,16.409541984732826,1159,83,43,0
12953,1,498.96,16.09548387096774,280,31,179,0
12954,1,162.45,16.244999999999997,83,10,295,1
12956,3,413.82,17.992173913043477,306,23,341,0
12957,5,4689.43,18.60884920634921,2137,221,198,0
12958,2,539.49,9.464736842105264,131,45,57,1
12959,1,150.95,18.86875,109,8,141,1
12960,4,1322.0700000000002,18.886714285714287,1379,49,70,1
12961,1,211.99,5.29975,180,37,36,1
12963,5,2110.76,19.015855855855857,1100,74,22,0
12964,1,132.24,5.086153846153847,56,26,94,1
12967,3,4306.92,53.8365,1272,47,15,1
12969,1,122.45,24.490000000000002,55,5,259,1
12970,6,1072.73,4.623836206896552,704,174,37,0
12971,35,5219.070000000001,36.49699300699301,5631,47,10,0
12972,4,1161.2,15.08051948051948,844,69,70,1
12973,1,385.55,64.25833333333334,31,6,70,1
12974,1,264.15,11.00625,80,24,222,0
12975,6,2100.09,18.750803571428573,911,92,93,1
12976,7,2417.78,18.31651515151515,2123,94,35,0
12977,3,478.39,9.5678,119,45,158,0
12978,5,2502.82,15.35472392638037,1394,126,42,1
12979,1,517.7,9.244642857142859,520,56,386,1
12980,13,9760.2,278.86285714285714,1124,7,15,0
12982,7,2354.27,15.695133333333333,1441,117,51,0
12983,1,490.08,16.336,638,30,255,1
12986,10,2729.84,26.763137254901963,1164,61,85,1
12987,3,753.51,19.82921052631579,366,35,77,0
12989,19,6830.14,200.8864705882353,4022,11,21,0
12990,4,546.0,39.0,280,6,74,0
12991,1,261.06,18.647142857142857,78,14,46,0
12992,1,93.35,15.558333333333332,21,6,382,1
12993,4,844.87,17.242244897959182,511,44,102,0
12996,1,355.5,16.15909090909091,122,22,32,1
12997,4,884.02,18.417083333333334,522,32,51,0
12998,3,920.08,15.86344827586207,1124,58,149,1
13000,2,699.4,16.652380952380952,246,38,21,0
13001,20,14353.28,20.89269286754003,8034,261,61,0
13002,2,293.18,18.32375,128,14,73,0
13004,19,6351.95,14.635829493087558,4201,240,14,0
13005,2,485.98,16.199333333333335,290,27,88,0
13007,1,175.25,15.931818181818182,59,11,236,1
13008,2,382.66,18.221904761904764,204,20,54,0
13009,1,234.0,58.5,120,4,329,1
13010,2,330.12,27.51,323,10,31,1
13011,1,101.10000000000001,16.85,26,3,29,1
13012,3,1310.99,20.169076923076922,739,54,86,0
13013,18,9343.17,23.24171641791045,5041,224,28,0
13014,1,1914.8,16.650434782608695,1074,115,89,0
13015,6,3240.14,18.72913294797688,1918,156,95,0
13018,7,2485.46,17.141103448275864,1311,117,70,0
13019,6,1229.95,22.362727272727273,397,46,36,1
13020,2,618.96,15.870769230769232,278,38,219,1
13021,9,2428.21,18.257218045112783,1251,89,15,0
13022,1,65.3,13.059999999999999,35,5,86,1
13023,1,759.13,21.086944444444445,299,36,185,0
13024,2,555.87,17.931290322580644,181,26,127,1
13025,1,323.39,24.876153846153844,241,13,388,1
13026,4,757.72,18.040952380952383,846,24,145,0
13027,14,11863.2,179.74545454545455,29400,7,11,0
13029,3,1062.3,132.7875,90,6,10,0
13030,1,855.48,7.1290000000000004,408,50,25,0
13031,5,3419.27,7.860390804597701,2399,275,64,1
13032,7,1833.3700000000001,13.002624113475179,906,110,49,0
13033,2,220.55,16.965384615384615,98,12,14,1
13034,2,445.77,15.371379310344826,269,16,26,0
13035,1,442.32,29.488,282,15,88,0
13036,1,307.1,51.18333333333334,38,6,341,1
13037,9,3033.88,16.488478260869567,1699,155,56,0
13039,4,1010.73,18.37690909090909,290,37,241,1
13041,4,799.13,22.832285714285714,335,23,107,1
13042,3,1556.54,7.82180904522613,830,164,255,1
13044,10,4293.43,11.122875647668394,2124,327,149,0
13045,2,503.64,18.653333333333332,184,25,58,0
13046,1,319.94,15.235238095238095,241,21,113,0
13047,17,5924.25,24.684375,2139,119,30,0
13048,5,2248.3,17.03257575757576,1467,85,93,0
13049,2,751.5600000000001,62.63,352,10,46,0
13050,22,7707.54,11.418577777777777,4207,417,11,0
13051,2,155.8,38.95,72,4,235,1
13052,6,2820.38,12.001617021276596,1232,150,77,0
13053,1,127.65,7.508823529411765,47,17,278,1
13055,1,1106.7,14.188461538461539,927,78,86,0
13056,1,209.48,11.025263157894736,158,18,208,1
13057,3,722.09,17.611951219512196,466,34,187,1
13059,9,2119.77,10.926649484536082,829,152,70,0
13063,1,188.4,15.700000000000001,116,12,137,1
13064,2,561.25,22.45,154,19,207,0
13065,5,1260.91,16.59092105263158,455,49,30,1
13067,2,393.05,23.120588235294118,99,13,66,0
13069,18,5891.13,7.660767230169051,10266,447,18,0
13070,3,522.9,21.787499999999998,262,11,116,0
13071,1,129.22,10.768333333333333,30,12,269,1
13073,2,418.08,15.484444444444444,261,25,68,1
13074,4,1378.74,47.54275862068965,826,26,168,1
13076,1,135.4,15.044444444444444,44,9,114,1
13077,8,2649.12,10.639036144578313,2225,144,23,0
13078,33,17785.670000000002,37.68150423728814,6839,108,16,0
13079,1,199.08,18.098181818181818,96,11,74,0
13080,3,222.65,17.126923076923077,73,11,58,0
13081,19,33234.55,23.67133190883191,23701,506,28,0
13082,12,3722.12,66.46642857142857,4142,48,81,0
13083,1,91.67999999999999,22.919999999999998,120,4,82,0
13084,1,122.39999999999999,61.199999999999996,144,2,148,1
13085,6,2017.2,32.535483870967745,728,33,336,0
13086,1,439.33000000000004,9.34744680851064,155,47,39,1
13087,1,313.64,20.909333333333333,86,15,383,1
13088,1,236.11,11.8055,76,19,74,1
13089,114,63865.24,39.181128834355825,31690,482,15,0
13090,13,6200.67,45.59316176470588,1379,92,22,0
13091,2,1976.0,82.33333333333333,873,24,386,0
13092,8,1847.9,21.240229885057474,416,44,16,0
13093,50,50906.69,54.15605319148936,23825,175,15,0
13094,2,729.48,66.31636363636363,564,5,25,0
13096,1,419.7000000000001,419.7000000000001,6,1,51,1
13097,19,7683.7,12.700330578512396,3123,286,17,0
13101,3,594.21,13.818837209302327,365,41,155,0
13102,15,5946.75,28.183649289099527,2734,115,17,0
13103,2,465.70000000000005,18.628,344,21,94,0
13104,4,712.38,64.76181818181819,426,5,11,0
13105,1,72.0,72.0,100,1,93,1
13106,1,526.96,35.13066666666667,213,15,70,0
13107,5,3721.45,31.012083333333333,3023,102,70,0
13108,2,1098.52,24.411555555555555,1043,27,29,1
13109,1,347.49,15.108260869565218,237,23,208,0
13110,5,1468.8,13.727102803738317,375,77,94,0
13111,1,321.88000000000005,26.823333333333338,180,12,375,1
13112,1,20.599999999999998,10.299999999999999,11,2,198,1
13113,14,6752.74,33.42940594059406,1605,107,23,0
13114,1,234.38,14.64875,74,16,387,1
13115,6,3199.92,16.494432989690722,2367,136,36,0
13117,12,2047.05,14.833695652173912,1337,90,22,0
13118,4,1217.6,17.6463768115942,424,57,33,0
13119,1,134.9,12.263636363636364,110,11,325,1
13123,2,506.75,11.261111111111111,268,36,129,1
13124,2,2172.44,17.51967741935484,1566,99,16,0
13125,1,158.57,7.55095238095238,54,20,180,1
13126,7,2122.05,17.113306451612903,1386,79,23,0
13128,1,263.5,263.5,31,1,288,1
13129,2,233.25,21.204545454545453,296,10,109,1
13131,4,2240.4700000000003,21.337809523809526,1076,94,75,0
13133,1,90.65,18.130000000000003,23,5,116,0
